Word,Definition
brilliant,citnicä
brim,(hat) polä
bring,kandoms; tujems
brittle,sindtreviks
broad,kelej
broadcast,radionoldavks; televizornoldavks
broadcast,noldams; maksoms (radio; televizor)
broaden,kelejgavtoms
brochure,brošura; ginigine
broke,(object) kolaź
broken,kolaź; sindeź
broker,makler
bronze,bronza
brooch,śulgamo
brook,lejne
broom,tensť
brother,1. (elder) (pokš) lelä 2. (younger) jalaks
brother-in-law,1. (husband's older brother) kakžalä 2. (husband of husband's older sister) mirdeń patäń mirde 3. (husband's younger brother) aľne; parajde 4. (husband's younger sister's husband) mirdeń sazoroń mirde 5. (wife's brother) baľzä 6. (husband of wife's older sister) niń patäń mirde 7. (husband of wife's younger sister) niń sazoroń mirde
brown,ťuža
bruise,rumovks; vačkoďks
brush,pomilka
brush,1. vanśkavtoms štotkaso 2. sudräms štotkaso
brutal,varvaroń; kežej
brutality,varvarstva; kežejči
bubble,(košt)bajge
bucket,vedra; veďpaŕ
buckle,śulgamo
buckle,śolgoms śulgamoso
bud,purgondavks
bud,purgondams
budget,budžet
budgie,??popugojeń kondämo narmuška
buffalo,bujvol
bug,unža
build,tejems; putoms-kepedems
builder,tejicä; putïcä-kepedicä
building,kudo; strojavks
bulge,targozema
bulk,pokšpeľks
bulky,lamo tarkań sajicä; pek pokš
bull,buka
bulldozer,buľdozer
bullet,pulä
bulletin,bulleteń
bullfight,korrida
bum,(person) anaj; bomž
bumblebee,modamekš
bump,(lump) targoźks; šiška
bump,ertems; torcadems
bumper,bufer
bun,bulka
bunch,keŕmeź; pusmo
bundle,kerme
bundle,sodoms keŕmeks
bunk,stelaž
bunker,dot
bunny,numolo levks; numolkaj
buoy,buj; baken
burden,kandst
burden,vačkams kandst putoms stalmot
bureaucracy,burokratija
burglar,salïcä; vor
burglary,salamo
burial,kalmamo
burial ground,kalmolango
burn,pidsevks
burn,(wood) paloms
bury,kalmams
bus,bus; avtobus
bus stop,busoń lotksema tarka
bush,kurakš
business,biznes
business woman,biznesmen
businessman,biznesmen
busy,1. teveń tejicä 2. sajeź (telefon)
but,ansäk; dï; no; a
butcher,pečkicä
butcher,pečkems (rakša)
butler,švejcar
butt,mukoro
butter,oj; skal oj
butterfly,nimiläv
buttocks,udalks; mukorpukšo; mukoro
button,pov
buy,ramams
buyer,ramicä
buzz,biznema
buzzard,kavaloń kansto
buzzer,bajagine (kenkšeń)
by,1. (before) (-nteń) sams 2. (from) -sto 3. (near) malas; malaso; malava 4. prep. (past) vakska 5. (through) veľde 6. (with) -so
bypass,(road) vakska jutamo ki
bystander,vanïcä
Bible,Biblija
British,Britanijań
British,Britanijań raśkeś
Buddhism,Buddizma
Buddhist,buddist
cabbage,kapsta
cabin,viŕkudo
cabinet,1. (government) praviteľstva 2. (storage) škap
cable,kabeľ
cactus,kaktus
cadet,kadet
cafe,kafe
caffeine,kofejin
cage,kletka
cake,tort
calcium,kaľcij; lovaža-ava
calculate,lovoms
calculation,kaľkulacija
calculator,kaľkulätor
calendar,kovkeŕks; kalendaŕ
calf,1. (animal) vaz 2. (leg) piľgepeke
call,1. (contact) seŕgedema 2. (telephone) gajgstamo
call,1. (contact) seŕgedems 2. (name) merems (kide; kineń) 3. (telephone) gajnevtems
calm,sëťme
calm,ojmavtoms; sëťmelgavtoms
calmness,sëťme; sëťmeči
calorie,kalorija
camel,išem; verbľud
camera,(fotografija tejemań) apparat
camouflage,komufläž
camouflage,tejems komufläž
camp,lageŕ
camp,tejems lageŕ
campaign,kampanija
campsite,kemping
campus,universitetëń oške
can,1. konserva 2. (watering can) lejka
can,1. (able) -voms; -vems 2. (know how) maštoms 3. (allow) merems
canal,kanal
cancel,lotkavtoms; štamp putoms
cancellation,štampoń putoma
cancer,rak; ćuce
candid,kekšeź
candidate,kandidat (prezidentks)
candle,štatol
candlelight,štatol valdo
candy,konfetka
cane,1. (bambukoń) iľov 2. jutamo palka
canister,benzokanistra
cannibal,kanibal
cannibalism,kanibalizma
cannon,puška
canoe,kanoe
canoe,ujems kanoesë
canopener,(konservań) panžomka
canopy,kanope
canteen,(water) baklaga (armejaso)
canvas,1. (cloth) parusina 2. (painting) koct
canyon,kań-on
cap,1. (cover) veľtävks 2. (hat) kepka 3. (lid) veľtävks
capability,maštomači
capable,maštïcä
capacity,1. keľgemači (zäro keľgi) 2. maštomači (zäro maštï tejems)
cape,1. (area) peľ-usija 2. (clothing) plašt
capital,1. (city) prävtoš 2. (money) kapital
capitalism,kapitalizma
capitalist,kapitalist
capitulate,maksoms prä; kapitulirovams
capsize,pränzo langs velävtoms (venč)
captain,kapitan
captive,polonso
captive,polonso lomań
captivity,polonso aštemači
capture,sajems (polons)
car,1. mašina 2. vagon
caravan,(vehicle) karavan
carbon,sëď
carburettor,karburator
carcass,tuša
card,karta; otkrïtka
cardboard,kartonka
care,melävks
career,kaŕjera
carefree,melävkstomo
careful,meleń putïcä
careless,meľde-valdo tejeź; meľde-valdo tejicä
carelessness,meleń aputomači
caress,vadäšamo; večkenema
caress,vadäšams; večkenems
cargo,fraht; bagaž
carnage,veŕvaloma
carnation,jakstere tešteń cecä
carnival,karnaval
carp,karp
carpenter,plotnik; stolär
carpentry,stoläroń tejevks
carpet,(kijaks langoń) kumbo
carriage,krandaz
carriageway,pokš ki
carrier,(disease) ormań kandtnicä
carrot,puŕka; morkov
carry,kandoms
cart,ridvan
cartilage,kavoŕ
carton,kartonka; blok
cartoon,karikatura
cartridge,patron; pľonka
carve,laksems
carving,laksevks; kersema
case,(law) sudoń tev
cash,kedsë jarmak
cash,polavtoms jarmak langs (ček)
cashier,kassir
casino,kazino
casket,kandïlazt
cassette,kasetta
cassette recorder,magnitofon
cast,(metal) valoms
castle,ošpando
castrate,pičkavtoms (ajgor; buka)
casual,oläso; leticä
casualty,avarijas kulïcä
cat,psaka; katka
catalog,katalog
catastrophe,katastrofa
catch,kundams
category,kategorija
cater,jakams (lomantneń) meľga pokš čisë; vanoms meľ
caterpillar,ponav suks
cathedral,sobor; ine ceŕkova
cattle,1. kudorakšat 2. skalt
cauliflower,cvetnoj kapsta
cause,tuvtal
cause,tejems
caution,zïjando pelemači
cautious,zïjando pelemači marto
cavalry,lasteń vij; kavalerija
cave,kevpotmar
cavern,kevpotmar
cavity,(tooth) pejvarä
cease,lotkams
cedar,kedra
ceiling,potolok; meneľks
celebrate,teškstams pokš či
celebration,pokš čiń teškstamo
celery,seľderej
celibacy,celibat
cell,1. (body) kletka 2. (pekstamo kudoń) kamera
cellar,mact; madst
cement,cement
cemetery,kalmazïŕ; kalmolango
censor,cenzor
censorship,cenzura
censure,cenzurovams
census,perepiś
center,kunška; centra
centimeter,santimetra
centipede,suks (sädo piľgsë)
central,kunška
centralize,purnams kunška kuros; centralizovams
centre,kunška; centra
century,pinge
ceramic,keramikań
cereal,śuro (tovźurt-šužt)
ceremonial,ilań; ilań koräs
ceremony,ila; ceremonija
certain,sodaź; vejke
certainly,sodaź
certainty,ajutamoči
certificate,sertifikat
certification,sertifikacija
certify,nevtems videks
chain,riśme
chain reaction,meľcek-meľcek molicä reakcija
chair,1. stul 2. vejsëndävksoń pokš
chairman,promksoń pokš; vejsëndävksoń pokš
chalk,por
challenge,peľkstamo terdema
challenger,peľkstï jalga
challenging,peľkstïcä
chamber,kamera; nupaľ
chamber pot,čuramokeďge
champagne,šampanskoj
champion,čempionka
championship,čempionat
chance,letema; škań pramo
chancellor,kancler
change,(money) viška jarmak; kšniń jarmak
change,1. (alter) lijakstomoms; lijakstomtoms 2. (money) polavtoms
changeable,lijakstomtoviks
channel,1. (television) kanal 2. (water) kanal
chaos,haos
chaotic,haosoń
chapel,kapella
chaplain,pop
chapter,(book kinigaso) pakš; prä; glava
character,(person) tip
characteristic,harakternoj; kiń-buti peľde učoviks (jonks)
charcoal,seď (raužkadś) čuvto
charge,1. (expense) kajavks; pitne 2. (law) čumondoma
charge,1. (battery) zarädäms 2. (expense) pandovtoms 3. (law) čumondoms 4. (military) karmavtoms; aravtoms
charity,lezksëń maksoma
charm,eždema
charming,sedejeń eždicä
chart,tablica
charter,karmavtoms; sivedems (bus; meneľvenč)
chase,panems (someone ki meľgajak)
chat,kaläkardoma
chat,kaläkardoms
chauffeur,mašinaveti; šoher
cheap,apitnej
cheat,manäms (lomań tevsë)
check,(money) ček
check,tejems kontroľ
checkpoint,kontroleń tejema tarka
checkup,profilaktika
cheek,čamaboka; čamaumaŕ
cheer,paro meleń nevtema
cheer,nevtems paro meľ (cäpamoso; seŕgedemaso)
cheerful,kenärksov; mizoldïcä
cheese,sïra
cheeseburger,sïra marto gamburger
cheetah,geopard
chef,pidicä-panicä
chemical,himijań
chemical,himija
chemist,himik
chemistry,himija
cherry,atämaŕ
chess,šahmat
chest,1. (body) mešte 2. (box) (erämo) paŕ
chest of drawers,komod
chew,porems
chewing gum,porevks; žovačka
chicken,saraz
chickenpox,varmalivkst
chief,(tribe) voždä
chiefly,vasenceks; seh pek
child,ejkakš; pakša; žaba
childbirth,čačtoma
childhood,ejkakšpinge
childish,ejkakšoń kondämo
children,ejkakšt
chimney,turba (kačamo)
chimpanzee,šimpanze
chin,ulo
china,farfor
chip,1. (glass) šteľkske 2. (rock) pokoľ 3. (wood) inzëďks; laksevks
chip,(wood) ??laksems
chips,restań modamaŕ
chisel,zubila
chocolate,šokolad
choice,kočkavks
choir,hor
choke,povams; povavoms
cholera,maštïks
choose,kočkams
chop,irdeks marto sïveľ (jarsamopeľ)
chop,keräms; laznoms (uzersë)
choppy,avoľ valanä
chopsticks,(jarsamo) palkineť
chord,(muzïkaso) akkord
chorus,hor
chronic,hroničeskoj
chronicle,hronologija
chronological,hronologijań
chunk,pakš
church,ceŕkova
churchyard,ceŕkova pire
chute,(jortovksoń) truba
cigar,sigara
cigarette,targamka; papirosa
cinema,kinoteatra
cinnamon,korica
circlar,kiŕksala; kruglovoj
circle,kiŕks; krug
circle,kurodoms
circuit,kiŕks; krug
circular,keveŕ; kiŕksala; kruglovoj
circulate,javšems
circulation,(body) vereń jakamo
circumcise,keräms kiśkepe
circumference,peŕka onks
circumstances,tevtne koda aštiť; situacija
circumstantial,penzaź
circus,cirk
citation,(ticket) štraf
cite,(law) pandovtoms štraf
citizen,(kodamojak) mastoroń lomań
citizenship,mastorlomańksči; poddanstva
city,oš
city hall,??oš vetämoń kudo
civil rights,mastorlomaneń pravat
civil servant,mastoroń činovnik
civil service,mastoroń vetämo
civil war,ve mastoroń lomantneń torpinge
civilian,štatskoj
civilization,civilizacija
civilized,intelligentnoj; intelligentëń
claim,(law) keď-alov sajema
claim,(law) vešems prava eś keď-alov
claimant,pravań vešicä
clam,kumbrä
clamp,nedämo
clamp,nedäms
clan,kan; buje
clap,cäpadema
clap,cäpams
clapping,cäpamo
clarification,tolkovamo; čaŕkodevtema
clarify,čaŕkodevtems
clarity,čaŕkodeviksči
clash,karadokaršo stämo; karadokaršo jortovoma
clash,stäms karadokaršo; jortovoms karadokaršo
clasp,cindeŕ; śulgamo
class,(type) klass; sort
class,aravtoms kategorijava
classical,klassikań; harakternoj
classification,klassifikacija
classify,aravtoms kategorijava
classmate,ve klassoń jalga
classroom,klassoń komnata
clause,valriśme
claw,kenže
clay,śovoń
clean,vańks
clean,vańkskavtoms
cleaner,(substance) vańkskavtomapeľ
cleaning,vańkskavtoma
cleanliness,vańksči
clear,1. pačk nejavi 2. manej (day či) 3. parste čaŕkodeviks
clear,1. vanśkavtoms 2. čamdoms
clearing,kužo
clergy,popt; popkuro
clerk,kontoraso važodïcä; mikšnicä
clever,prevej
client,klijent
clientele,klijentt; klijentkuro
cliff,latkočire (sërej)
climate,klimat
climax,ťokš; ťokšoń sasamo
climb,kuzems
climber,pando präs kuzicä
cling,povolems
clinic,klinika
clinical,klinikań; klinikaso
clock,čast (stenaso; städo)
clockwise,čimeľga; viť keď jonov čaraź
close,malaviks; malaso
close,pekstams; śolgoms
close,malaso
closed,pekstaź; śolgoź
closely,malasto
closet,ćulan; oršamopeleń škap
closure,pekstamo; lotkavtoma (zavodoń)
cloth,koct
clothe,oršams
clothes,oršamopeľť
clothing,oršamopeľ
cloud,peľ; tucä
cloudy,pelev
clove,gvozdika
clover,varakańpal
clown,pejedsticä; kloun
club,1. (place) klub 2. (stick) ćotmar
clue,(idea) ulika
clump,pokoľ
clumsy,čuvtola; tokor
clutch,keďkomorso kirdems
clutter,peštems jortovksso
coach,(trainer) anokstïcä; kastïcä
coal,1. seď 2. (palï) tonol
coalition,koalicija; purnavks
coarse,a čovine; ečke
coast,ineveď čire
coat,1. (animal) ?? 2. (clothing) kurtka
coating,veľtävks
cobweb,šanžav koct; šanžav londakš
cockpit,meneľvenčeń vetämotarka
cockroach,tarakan
cocoa,kakao
coconut,kokos pešte
cocoon,keď; kudo (konasto lisi nimilav)
cod,treska
code,kod
coerce,kortavtoms; pes panems
coffee,kofe
coffeepot,kofejnik
coffin,kandïlazt
coin,kšniń jarmak
coincide,ve škane tejevems; ve škane lisems
coincidence,letemači; ve škane pramoči
coke,1. koka-kola 2. koks
cold,keľme
cold,1. (sëredema) sudokstomo 2. (temperature) keľme; jakšamo
collaborate,važodems vejsëń tevsë (with someone ki martojak)
collaboration,vejsëń tev
collapse,londadoms
collar,sive
collarbone,lavtovlovaža
collateral,zalog
colleague,važodi jalga
collect,purnams
collection,purnavks; pusmo
college,kolledž
collide,vejke-vejke langs ertevems
collision,vejke-vejke langs ertevema
colonel,polkovnik
colonize,ozavtoms (lomanť) erämo
colony,kolonija
color,ťus
colorful,lamo ťus marto
colour,ťus
colt,parnë; vašo
column,(building) palmań
comb,(čereń) surseme
comb,sudräms
combat,bojavoma
combat,bojavoms
combination,śulmavks; vejsëndävks; vejsaravtoma
combine,aravtoms vejs; vejsëndäms
come,sams
comedian,pejedsticä; komik
comedy,komedija
comet,pulo marto tešte; kometa
comfort,udobstva
comfortable,udobnoj; jon
comic,pejedsticä; komik
comical,pejedsticäń
comma,botpulo; zapätoj
command,karmavtoma
command,karmavtoms
commander,komandir
commandment,karmavtovks; karmavtoma
commence,ušodoms; karmams
commend,šnams (paro teveń kisë)
commendable,šnaviks (paro teveń kisë)
commendation,šnamo (paro teveń kisë)
comment,(tevde) redävks; arsema meleń jovtamo
comment,jovtams meľ
commentary,meleń jovtamo
commerce,kommercija
commission,komitet
commit,(crime) tejems (prestuplenija)
commitment,eś präń altamo
committee,komitet
common,eŕva tarkań; eŕva čiń
commotion,šalt (kepedems)
commune,kommuna
communicate,pačtäms (kulä)
communication,kuläń pačtämo
communion,pričastämo
communism,kommunizma
communist,kommunist
community,vejsëndävks; lomań jutko
commute,ardtnems; livtnems (kudosto)
compact,apokške. tarkań asajicä
companion,jalga
companionship,jalgaksči
company,(social) inžeť
comparable,karadokaršo aravtoviks
compare,aravtoms karado karšo
comparison,karadokaršo aravtoma
compartment,javks
compass,kompas
compassion,sedej marämo
compatible,vejsmolicä
compensate,kompensirovams
compensation,kompensirovamo
compete,peľkstams
competence,teve(nzë) tejeme maštoma
competent,teve(nzë) tejeme maštïcä
competition,peľkstamo
competitive,parste peľkstïcä
competitor,peľkstïcä
compile,ladäms; purnams
complacency,eś präń večkema
complacent,eś präń večkicä
complain,penäcäms
complaint,penäcämo
complete,(entire) vese; cela; šumbra
complete,(finish) prädoms; šumordoms; topavtoms
completely,pes; čačk-pačk
completion,prädomo; šumordomo
complexion,čama ťus; kiśke ťus
compliance,kunsoloma
complicate,stakalgavtoms
complication,stakalgavtoma
compliment,paroń arsemań jovtamo
comply,kunsoloms
component,peľks
compose,ladsems muzïka
composer,muzïka ladsi
composure,sedejkirdema
comprehend,sajems prevs
comprehension,prevs sajevema
comprehensive,kelej
compress,kiŕmicäms
compromise,ve meľs samo
compromise,1. sams ve meľs 2. noldams beräń kulä; kińgak langs
compulsive,karmavtïcäń kondämo
compulsory,karmavtoź
computer,kompjuter
comrade,jalga
conceal,kekšems
concede,potams; viďkstams
conceited,eś präń večkicä
conceive,arsems; veľmems (arsema)
concentrate,javoms meľ (vejke tevneń)
concentration,(vejke tevneń) meleń javoma
concept,čaŕkodevks
conception,(thought) čaŕkodevks
concern,melävks
concerning,langa; koräs
concert,koncerta
concession,mikšnemań pravat
concise,točnoj
conclude,prams ve meľs
conclusion,ve meľs pramo
conclusive,pes arseź
concrete,beton
concussion,präudemeń sornovtoma
condemn,sudäms; säldoms
condemnation,sudämo; säldoma
condensation,liveźkadoma; liveź (vaľmań)
condense,liveźkadoms
condition,nastojanije; aštemači
conditional,uslovnoj; (mezde-buti) ašticä
condolences,sedejmarämo
condone,merems (tejems)
conduct,(behavior) präń vetämo
conduct,(lead) vetäms
conductor,dirižor; orkestrań veticä
confederation,konfederacija
confer,kortams-tejems (kevkstemadonť eŕva jondo)
conference,konferencija
confess,viďkstams
confession,viďkstamo
confide,kemems (kineńgak)
confidence,eś langs kemema
confident,eś langs kemicä
confidential,kemeviksëń
confine,kirdems; anoldams oläs
confinement,kirdemači
confirm,kemekstams
confirmation,kemekstamo
confiscate,konfiskovams; sajems uliparo
confiscation,uliparoń sajema (vlasť)
conflict,karadokaršo aštema
conflicting,karadokaršo ašticä
confront,nevtems (kineń; mejsë čumondïť)
confrontation,(čumondomapeleń) nevtema (čumondozneń)
confuse,kavtoldovtoms
confusing,kavtoldovtïcä
confusion,čovorgadoma
congestion,lamo veď; leťke (organso); probka
congratulate,jovtams (kineń) paro meľ
congratulations,paro meľ (iznävksoń kisë)
congregation,kemicäń kuro
